「発情期を終えるとメスが立派な男性器を持つ」というモグラの不思議な生態が解明される,https://gigazine.net/news/20210102-female-mole-to-male/
モノの大きさを比較できる教育アプリ「Universe in a Nutshell」,https://gigazine.net/news/20210102-universe-in-a-nutshell/
「卵のいらない卵かけご飯の素」は味の再現度が高すぎて逆にディストピア感が増幅しました,https://gigazine.net/news/20210102-rice-with-no-egg/
2020年末で正式にサポート終了した「Adobe Flash」についてAdobeは「今すぐにFlashを削除することを強く推奨します」とユーザーに通知,https://gigazine.net/news/20210102-adobe-flash-support-ends/
「映画 えんとつ町のプペル」を制作したSTUDIO4℃の田中栄子プロデューサーにインタビュー,https://gigazine.net/news/20210102-poupelle-of-chimney-town-eiko-tanaka-interview/
【無料キャンペーン中】アマビエをモチーフにした模型の写真を300枚以上詰め込んだ大ボリュームの写真集で不思議な世界へ【2021年1月7日まで】,https://gigazine.net/news/20210102-amabie-photo-book/
美味そうな料理を売った金でキャラを強化して美味そうな料理を作る基本無料のスマホゲーム「勇者の飯」レビュー,https://gigazine.net/news/20210102-heroes-restaurant/
Chromeの操作を記録してPuppeteerやPlaywrightのコードに置き換えてくれる「Headless Recorder」レビュー,https://gigazine.net/news/20210102-headless-recorder/
小型・軽量でピクチャーインピクチャー機能やストリーム配信機能を搭載したプロダクションスイッチャー「ATEM Mini Pro」を使ってみた,https://gigazine.net/news/20210102-atem-mini-pro/
無料でURLから余計なゴミを自動削除してリダイレクトやトラッキングを防止してくれるFirefox用拡張機能「Link Cleaner+」,https://gigazine.net/news/20210102-link-cleaner-plus/
航空機や低温保存技術がなかった19世紀の人々はどうやってワクチンを世界の隅々まで運んだのか？,https://gigazine.net/news/20210102-distribution-vaccines-19th-century/
Google検索結果に表示されるウェブサイトのリンクを余分な文字列なしで正しくコピーできる「Google search link fix」,https://gigazine.net/news/20210101-google-search-link-fix/
キノコが人類を救うカギとなるとの主張,https://gigazine.net/news/20210101-fungal-save-bees-environment/
ボストン・ダイナミクスのロボットたちが軽快なステップで踊り狂うムービーが公開,https://gigazine.net/news/20210101-boston-dynamics-robots-dancing/
無料でイラストをブラウザ上でサクサク描けるApple Pencil対応お絵描きアプリ「8bitpaint web」レビュー,https://gigazine.net/news/20210101-8bitpaint-web/
猫語の翻訳システム開発現場から機械学習やニューラルネットワークを学べるパズルシミュレーションゲーム「while True: learn()」レビュー,https://gigazine.net/news/20210101-while-true-learn/
「ゴミ人間」を「人間っぽくない」動きにまとめ上げた「映画 えんとつ町のプペル」アニメーション監督・佐野雄太さんインタビュー,https://gigazine.net/news/20210101-poupelle-of-chimney-town-yuta-sano-interview/
最短で高給を実現するには？スポーツからプログラミングに大きく軸足を変えシリコンバレーで働くエンジニアにその半生と学習法を聞いてみた,https://gigazine.net/news/20201230-udemy-silicon-valley-interview/
【無料マンガ】「あめあめふれふれうそやんで」第6話前編「失意の先に」,https://gigazine.net/news/20201228-ameame-furefure-usoyande-06a/
GIGAZINE年末年始プレゼント大放出企画「アンケートに答えて、まとめて全部持っていってください！」,https://gigazine.net/news/20201225-present-winter-2020/
【無料マンガ】勇者で社畜の兼業ライフ,https://gigazine.net/news/20200717-yushachiku-02a/
無料でAmazon.co.jpの価格推移を表示＆値下がり通知も可能なブラウザ拡張機能「Amazon Price Tracker」を使ってみた,https://gigazine.net/news/20210101-amazon-price-tracker/
カトリック教会の「禁書目録」が当時の医学界に与えた影響とは？,https://gigazine.net/news/20210101-escaping-index-prohibited-books/
超恥ずかしがり屋な男の子の成長物語を描くゲーム「シャイボーイ」レビュー,https://gigazine.net/news/20210101-android-game-shyboy/
【今だけ無料キャンペーン中】「GIGAZINEマンガ大賞」2021年1月度募集開始＆無料でGIGAZINEから読めるマンガはこんな感じ,https://gigazine.net/news/20210101-gigazine-manga/
あけましておめでとうございます、今年もGIGAZINEをよろしくです,https://gigazine.net/news/20210101-akeome/
大ヒット絵本をアニメ化した「映画 えんとつ町のプペル」の廣田裕介監督にインタビュー,https://gigazine.net/news/20201231-poupelle-of-chimney-town-yusuke-hirota-interview/
濃厚チーズをチョコで包んだロシアの高密チーズケーキ「スィローク」試食レビュー,https://gigazine.net/news/20201231-premium-cheese-cake-russia/
GIGAZINEの記事＆YouTubeトップ10ランキング2020、今年1年の記事を振り返ってみましょう,https://gigazine.net/news/20201231-all-access-ranking/
Oisixの和洋折衷三段重おせち「輝 極み」はどんな感じなのか実際に買って食べてみました,https://gigazine.net/news/20201231-oisix-osechi-kagayakikiwami/
限られた情報から仲間の手札を予想してミッションに挑む協力型カードゲーム「ザ・クルー」プレイレビュー,https://gigazine.net/news/20201231-the-crew/
年越しそばとしてアマビエならぬアマエビもりもりで「疫病退散ソバ」を作ってみた,https://gigazine.net/news/20201231-toshikoshi-soba/
家族の絆を感じながら闇に飲まれたダンジョンに挑むゲーム「チルドレン・オブ・モルタ ～家族の絆の物語」,https://gigazine.net/news/20201231-children-of-morta/
無料のLinux向けAndroidエミュレーター「Anbox」レビュー、カーネルをホストと共有するコンテナ方式,https://gigazine.net/news/20201231-anbox/
年末ジャンボ宝くじ(第862回全国自治宝くじ)の当せん番号一覧,https://gigazine.net/news/20201231-jumbo-takarakuji-862/
現代でも続いている「馬の瀉血治療」とは？,https://gigazine.net/news/20201231-bloodletting-in-mongolia/
睡眠不足だけで命を落とすことはあるのか？,https://gigazine.net/news/20201231-unhealthy-lack-of-sleep/
無料で3D空間上のキーボードのデザインを手軽に確認できる「Keyboard Simulator」,https://gigazine.net/news/20201231-keyboard-simulator/
Nintendo Switchをゲットしたらプレイすべき10のゲーム,https://gigazine.net/news/20201231-10-best-games-nintendo-switch/
「自分自身を荷物として郵送する」という驚くべき方法を実行した人々,https://gigazine.net/news/20201230-people-mailing-themselves-in-boxes/
船上に猫を敷き詰め闇の軍勢からの救出を図るボードゲーム「アイル・オブ・キャッツ 完全日本語版」プレイレビュー,https://gigazine.net/news/20201230-the-isle-of-cats/
「イタリアの食卓から国民食のパスタを排除しよう」という運動が起こったことがある,https://gigazine.net/news/20201230-italian-anti-pasta/
無料でPCゲームの画面を2分割して2人プレイにできる「Universal Split Screen」レビュー,https://gigazine.net/news/20201230-universal-split-screen/
アニメの「編集」とはどういう仕事なのか「魔術士オーフェンはぐれ旅 キムラック編」でも編集を担当する小野寺桂子さんにインタビュー,https://gigazine.net/news/20201230-orphen-kimluck-keiko-onodera-interview/
少女の願いをかなえて悲惨な末路を回避する無料のアドベンチャーゲーム「まつろぱれっと」プレイレビュー,https://gigazine.net/news/20201230-matsuro-palette/
DOOMで敵を倒してKubernetesのPodを強制終了させまくれる「Kube DOOM」レビュー,https://gigazine.net/news/20201230-kubedoom/
二酸化炭素を排出しにくい発電方式に取り組む国が一目でわかる「electricityMap」,https://gigazine.net/news/20201230-electricitymap/
最短で高給を実現するには？スポーツからプログラミングに大きく軸足を変えシリコンバレーで働くエンジニアにその半生と学習法を聞いてみた,https://gigazine.asia/a/www/delivery/ck.php?n=a07b9d74&cb=djsiu8s
PS5でプレイできる最高のゲーム9つ,https://gigazine.net/news/20201230-9-great-games-2020-playstation-5/
動物と交流し農場や宮殿を建て「河」も活用し街を作り出す「エバーデール 拡張 真珠の入り江 完全日本語版」レビュー,https://gigazine.net/news/20201229-everdell-pearlbrook/
無料でゆるいコミュニケーションを楽しみながら不思議な世界を縦横無尽に飛び回る「Sky 星を紡ぐ子どもたち」プレイレビュー,https://gigazine.net/news/20201229-sky-game/
ブーツの穴すら補修可能な何でも補修できる万能粘土「Sugru」でいろんなものを直してみた,https://gigazine.net/news/20201229-sugru-shoes-repair/
リアルタイムで全世界の「おはよう」「おやすみ」のツイートを届けてくれる「Waking and Sleeping」,https://gigazine.net/news/20201229-waking-and-sleeping/
「人生とは無意味なのか？」を問い続けたノーベル賞作家の哲学とは？,https://gigazine.net/news/20201229-meaning-of-life/
「アラスカで最も人里離れた場所」といわれる島に残る人間の痕跡とは？,https://gigazine.net/news/20201229-faraway-alaska-st-matthew-island/
GitとGitHubの機能をひとつのバイナリに詰め込んだ「Fossil」レビュー,https://gigazine.net/news/20201229-fossil/
タコとの特別な絆を描くドキュメンタリー映画の制作に至るまでの過程,https://gigazine.net/news/20201229-making-of-my-octopus-teacher/
「世界で最も美しい顔ベスト100(2020年版)」画像全まとめ,https://gigazine.net/news/20201229-most-beautiful-faces-2020/
政府基準に準拠するために「より脆弱なハッシュ関数」の使用を監査人に命じられた話,https://gigazine.net/news/20201228-government-it-auditor-bcrypt-noncompliant/
ナツメグの甘く刺激的な香りがホワイトチョコのまろやかさを際立たせるスタバの「チャイ＆ホワイトチョコレートティーラテ」など冬の新作ラテ3種を飲んでみた,https://gigazine.net/news/20201228-starbucks-chai-hojicha-latte/
本当に有効なSEO対策が何かを見分ける方法,https://gigazine.net/news/20201228-demystifying-seo-pinterest/
最短で高給を実現するには？スポーツからプログラミングに大きく軸足を変えシリコンバレーで働くエンジニアにその半生と学習法を聞いてみた,https://gigazine.net/news/20201230-udemy-silicon-valley-interview/
【無料マンガ】「あめあめふれふれうそやんで」第6話前編「失意の先に」,https://gigazine.net/news/20201228-ameame-furefure-usoyande-06a/
GIGAZINE年末年始プレゼント大放出企画「アンケートに答えて、まとめて全部持っていってください！」,https://gigazine.net/news/20201225-present-winter-2020/
【無料マンガ】勇者で社畜の兼業ライフ,https://gigazine.net/news/20200717-yushachiku-02a/
ディープラーニングで誰でも簡単に「結月ゆかり」の声になれる音声変換技術が開発される,https://gigazine.net/news/20201228-yukari-voice-change/
2020年に発見された地球外生命体の存在をにおわせる10個の証拠,https://gigazine.net/news/20201228-2020-extraterrestrial-evidence/
【無料マンガ】「あめあめふれふれうそやんで」第6話前編「失意の先に」,https://gigazine.net/news/20201228-ameame-furefure-usoyande-06a/
2020年12月28日のヘッドラインニュース,https://gigazine.net/news/20201228-headline/
目を痛めずに作業できる25.3インチの巨大な電子ペーパー製モニターが登場,https://gigazine.net/news/20201228-dasung-paperlike-253/
2020年アメリカ大統領選でメール流出がなかったのは「物理的なセキュリティキー」の採用による可能性,https://gigazine.net/news/20201228-physical-security-keys-protected-election-campaigns/
「200億円の行方が分からなくなっている」と発見した公益事業規制当局の従業員が解雇へ,https://gigazine.net/news/20201228-missing-money-fired/
作家の未発表原稿を盗み取ろうとするフィッシング詐欺が登場,https://gigazine.net/news/20201228-stealing-unpublished-book-manuscript/
獺祭をシェイクにしたモスバーガーの「まぜるシェイク獺祭-DASSAI-」試飲レビュー,https://gigazine.net/news/20201228-mos-dassai-shake/
新型コロナウイルスとの戦いにおけるゲームチェンジャーになる可能性がある薬とは？,https://gigazine.net/news/20201228-breakthrough-medicines-covid-19/
Facebookが租税回避用のアイルランド持株会社を引き上げ,https://gigazine.net/news/20201228-facebook-moves-key-assets-out-ireland/
PCの販売台数が2008年以来の水準まで回復、新型コロナウイルス感染症の影響で,https://gigazine.net/news/20201228-laptops-desktop-pandemic/
「鬼滅の刃」の劇場版が日本の映画興行収入ランキング1位を19年ぶりに更新、観客動員数は2400万人超え,https://gigazine.net/news/20201228-kimetsu-box-office/
「古代のファーストフード店」が約2000年前に火山の噴火で埋もれたポンペイ遺跡から発掘される,https://gigazine.net/news/20201228-pompeii-fast-food-stall/
「Epic Games Launcherを起動しているだけでAMD RyzenのCPU温度が上昇する」という指摘,https://gigazine.net/news/20201228-epic-game-launcher-amd-ryzen/
クリスマスに通信施設を狙った爆破テロが発生、5G陰謀論者の犯行か,https://gigazine.net/news/20201228-nashville-explosion-targeted-att/
中国当局がアント・グループに事業の抜本的見直しを求める,https://gigazine.net/news/20201228-china-alibaba-monopoly/
iCloudで36時間にわたってアクセス障害が発生、「クリスマスプレゼント」が原因か,https://gigazine.net/news/20201228-apple-icloud-issue/
エドワード・スノーデンが電子フロンティア財団への支援を呼びかけ,https://gigazine.net/news/20201228-edward-snowden-call-support-eff/
Appleの自動運転車は早くても2025年の登場になると有名アナリストが主張,https://gigazine.net/news/20201228-apple-car-2025-earliest/
AIのトップ学会NeurIPSは論文の著者に「理論が社会に与える影響」についての記述を要求,https://gigazine.net/news/20201228-neurips-broader-impacts/
2021年に起こる「注目すべき科学的な出来事」とは？,https://gigazine.net/news/20201228-science-event-2021/
「0は偶数ではない」と多くの人が信じているのは教育に問題があるという指摘,https://gigazine.net/news/20201228-0-even-education/
食事は「運動の前と後」のどちらがベストなのか？,https://gigazine.net/news/20201227-exercise-eat-before-after/
「サグラダ」に新たなゲーム性を追加する拡張セット「サグラダ ライフ」と「サグラダ パッション」プレイレビュー,https://gigazine.net/news/20201227-sagrada-life-passion/
絵文字の偉大な功績の1つは「文字コードを統一したこと」,https://gigazine.net/news/20201227-emoji-utf-8/
iPhoneに電源アダプタが同梱されなくなったことをからかったXiaomiも電源アダプタの排除に追随することが明らかに,https://gigazine.net/news/20201227-xiaomi-no-charger/
ウェブサイトのさまざまな「認証方式」をまとめて比較した結果がコレ,https://gigazine.net/news/20201227-web-authentication-methods-compared/
パンデミックの中で気分を向上させるには「過去ではなく未来に目を向けること」が重要だと判明,https://gigazine.net/news/20201227-think-future-cope-with-lockdown/
子どもがオンラインポルノに興味を持ったとき、どうすればいいのか？,https://gigazine.net/news/20201227-how-deal-child-exposed-online-porn/
ボードゲームで手番の時間管理を円滑に行えるAndroidアプリ「Timer for Board Games」レビュー,https://gigazine.net/news/20201226-timer-for-board-games/
PS5で使える便利な設定や操作のヒントまとめ,https://gigazine.net/news/20201226-ps5-hidden-features/
90個ものダイスを使って美しいステンドグラスを作る対戦パズルゲーム「サグラダ」プレイレビュー,https://gigazine.net/news/20201226-sagrada/
カモメは「学校のお昼休み」を狙って食べ物を盗みに来ることが証明される,https://gigazine.net/news/20201226-gulls-schools-lunch-break-steal-food/
30年以上前のPCでも遊べる510バイトの3Dゲーム「CubicDoom」,https://gigazine.net/news/20201226-cubicdoom/
新型コロナウイルスのパンデミックは「子育てをする親」にどのような影響を与えているのか？,https://gigazine.net/news/20201226-impact-parents-during-pandemic/
PS5のDualSense用Linuxドライバーをソニーが公式に提供,https://gigazine.net/news/20201226-sony-ps5-dualsense-linux-driver/
なぜスポーツイベントは強烈に記憶に残るのか？,https://gigazine.net/news/20201226-why-sports-create-powerful-memories/
「花嫁衣装は白いウェディングドレスが定番」という常識はいつからできたのか？,https://gigazine.net/news/20201226-white-wedding-dress/
Adobeの永続ライセンス版「Lightroom 6」は崩壊しつつあるとの指摘,https://gigazine.net/news/20201225-adobe-lightroom-v6-falling-apart/
最短で高給を実現するには？スポーツからプログラミングに大きく軸足を変えシリコンバレーで働くエンジニアにその半生と学習法を聞いてみた,https://gigazine.net/news/20201230-udemy-silicon-valley-interview/
【無料マンガ】「あめあめふれふれうそやんで」第6話前編「失意の先に」,https://gigazine.net/news/20201228-ameame-furefure-usoyande-06a/
GIGAZINE年末年始プレゼント大放出企画「アンケートに答えて、まとめて全部持っていってください！」,https://gigazine.net/news/20201225-present-winter-2020/
【無料マンガ】勇者で社畜の兼業ライフ,https://gigazine.net/news/20200717-yushachiku-02a/
「日本一辛い黄金一味」の燃えるような辛さと甘みのあるソースで食べたら止まらないバーガーキングの「スパイシー厄除けワッパー」試食レビュー,https://gigazine.net/news/20201225-burgerking-spicy-yakuyoke-whopper/
なぜ休暇中の人は愚かな行動を取りやすいのか？,https://gigazine.net/news/20201225-stupid-things-on-holidays/
アニメ制作会社ボンズ・南雅彦代表インタビュー、「ジョゼと虎と魚たち」をアニメ化する意味や生み出した作品への思いを語ってもらった,https://gigazine.net/news/20201225-josee-the-tiger-and-the-fish-masahiko-minami-interview/
【予告】太陽を隠す暗雲はさらに濃くなっていく。「あめあめふれふれうそやんで」第6話前編【先行公開】,https://gigazine.net/news/20201225-ameame-furefure-usoyande-06a-gsc/
2020年12月25日のヘッドラインニュース,https://gigazine.net/news/20201225-headline/
料理に欠かせないスパイスやハーブの「粗悪品」を科学者はどうやって見分けているのか？,https://gigazine.net/news/20201225-technique-find-spice-fake-or-not/
Twitchユーザーの投票で視聴者がマインクラフトをプレイできるMOD「Twitch Controls Minecraft」が公開,https://gigazine.net/news/20201225-twitch-controls-minecraft/
上空数百メートルを飛行する謎の「ジェットパック男」をパイロットが撮影したムービーが公開される,https://gigazine.net/news/20201225-la-jet-pack-guy-video/
「シン・エヴァンゲリオン劇場版」本予告映像公開、都市で戦うエヴァ対エヴァの姿も,https://gigazine.net/news/20201225-shin-evangelion-trailer/
「Facebookは小規模ビジネスの友ではない」、Facebookがターゲティング広告の精度をごまかしていたことが集団訴訟で明らかに,https://gigazine.net/news/20201225-facebook-targeting-small-business/
ローマ教皇がエッチな写真に「いいね！」したとしてバチカンが調査を開始,https://gigazine.net/news/20201225-pope-francis-liking-racy-picture/
抹茶の香り漂う新フレーバーのサクサクお菓子「抹茶キャラメルコーン」と「ハーベスト・抹茶ラテ」試食レビュー,https://gigazine.net/news/20201225-caramelcorn-matcha-harvest-matcha-latte/
人工太陽の世界記録が更新、1億度のプラズマを20秒維持することに成功,https://gigazine.net/news/20201225-korean-kstar-artificial-sun/
脳が混乱する「錯視映像オブ・ザ・イヤー」の2020年受賞作品が発表される、大賞には日本人が輝く,https://gigazine.net/news/20201225-best-illusion-of-the-year-2020/
自動運転車開発のNuroが無人配送サービス実現に向けた公道での商業展開許可を取得,https://gigazine.net/news/20201225-nuro-receive-commercial-autonomous-vehicle-permit/
2020年のゲーム界隈にとって最大のガッカリとなった出来事まとめ,https://gigazine.net/news/20201225-biggest-game-disappointments-2020/
中国当局がIT大手アリババを独占的行為の疑いで調査開始,https://gigazine.net/news/20201225-china-alibaba-antitrust-probe/
美容整形外科の患者データを盗んだハッカーが「患者の手術前写真を公開する」と脅迫,https://gigazine.net/news/20201225-revil-ransomware-cosmetic-hospital/
偽の「ボーナス通知」が従業員を試すために送信され「邪悪すぎる」と話題に,https://gigazine.net/news/20201225-bonus-notification-phishing-email/
「サイバーパンク2077」の開発元がアメリカでも集団訴訟を起こされる,https://gigazine.net/news/20201225-cyberpunk-2077-publisher-class-action-lawsuit/
ブラウザで動作するマルチタスク対応DOSを自作した猛者が現れる,https://gigazine.net/news/20201225-ibm-pc-dos/
なぜ「アリババ」や「テンセント」のような中国企業はスパイ活動を支援しているのか,https://gigazine.net/news/20201225-china-tech-spy-agent/
最新の手法でブラウザのタブに表示される「Favicon(ファビコン)」を作成するとこうなる,https://gigazine.net/news/20201225-how-to-make-favicon/
ニューヨーク州の全学校で「生体認証技術」が禁じられる,https://gigazine.net/news/20201225-new-york-schools-ban-facial-recognition/
GIGAZINE年末年始プレゼント大放出企画「アンケートに答えて、まとめて全部持っていってください！」,https://gigazine.net/news/20201225-present-winter-2020/
GoogleのFitbit買収を欧州委員会が承認、ただし「コミットメントの完全順守」が条件,https://gigazine.net/news/20201224-ec-permission-google-fitbit-acquire/
ぷりっぷりのエビがザクザク衣からあふれ出す「ぷりっぷりの海老かつ定食」試食レビュー、トマト＆タルタル2つの味が楽しめる,https://gigazine.net/news/20201224-matsunoya-shrimp-katsu/
アニメ映画「ジョゼと虎と魚たち」タムラコータロー監督インタビュー、志高くチーム一丸となった作品作りとは？,https://gigazine.net/news/20201224-josee-the-tiger-and-the-fish-kotaro-tamura-interview/
「.org」ドメインはなぜ管理会社ごと身売りされずに済んだのか？,https://gigazine.net/news/20201224-how-org-saved/
他人を監視するスパイアプリや学生の試験結果が売買されている「インドの闇のデータ経済」とは？,https://gigazine.net/news/20201224-india-dark-data-economy/
2020年12月24日のヘッドラインニュース,https://gigazine.net/news/20201224-headline/
「妊娠中や授乳中でも新型コロナワクチンの接種を受けていいの？」など3つの質問に医学部教授が回答,https://gigazine.net/news/20201224-covid-19-vaccine-pregnant-variant-asymptomatic/
ラマが体内で新型コロナウイルスの抗体として期待できるナノボディ「NIH-CoVnb-112」を生成することが明らかに,https://gigazine.net/news/20201224-llama-covid-19-nanobody/
Samsungが「iPhoneに電源アダプタが付属しない」ことをからかった投稿を削除する,https://gigazine.net/news/20201224-samsung-delete-mocked-apple-charger-removal/
最強メッセンジャーアプリ「Signal」の暗号が破られたとの報道をSignalが真っ向否定,https://gigazine.net/news/20201224-cellebrite-signal-decrypting/
Appleが広告トラッキングを制限するためのポップアップ表示をiOS 14.4のベータ版でテスト,https://gigazine.net/news/20201224-apple-ios-14-tracking-pop-up/
「COVID-19の最前線で戦った移民」への国籍付与をフランス政府が促進,https://gigazine.net/news/20201224-france-immigrant-workers-citizenship/
警察はiPhoneのパスコードをわざわざ破らなくてもあっさりiPhoneに侵入できるとの指摘,https://gigazine.net/news/20201224-enforcement-agencies-break-phone-encryption/
Appleが中国のApp Storeからゲームアプリを削除し続けている理由とは？,https://gigazine.net/news/20201224-apple-china-app-store-sheds-games/
宇治抹茶による大人の味としっとり食感が楽しめる「オールあずき・濃い抹茶仕立て」試食レビュー,https://gigazine.net/news/20201224-tohato-all-azuki/
最短で高給を実現するには？スポーツからプログラミングに大きく軸足を変えシリコンバレーで働くエンジニアにその半生と学習法を聞いてみた,https://gigazine.net/news/20201230-udemy-silicon-valley-interview/
【無料マンガ】「あめあめふれふれうそやんで」第6話前編「失意の先に」,https://gigazine.net/news/20201228-ameame-furefure-usoyande-06a/
GIGAZINE年末年始プレゼント大放出企画「アンケートに答えて、まとめて全部持っていってください！」,https://gigazine.net/news/20201225-present-winter-2020/
【無料マンガ】勇者で社畜の兼業ライフ,https://gigazine.net/news/20200717-yushachiku-02a/
新型コロナウイルスの免疫は少なくとも8カ月間持続するとの研究結果,https://gigazine.net/news/20201224-immunity-covid-19-lasts-8-months/
Googleが自社技術に関する論文を前向きな論調にするよう研究者に求めていることが判明,https://gigazine.net/news/20201224-google-peer-review-sensitive-topics/
体内のマイクロプラスチックがおなかの中の胎児に達する可能性が浮上,https://gigazine.net/news/20201224-microplastics-in-human-placenta/
Google傘下のDeepMindがゲームのルールを教えられなくても勝ち方を勝手に学習していくAI「MuZero」を発表,https://gigazine.net/news/20201224-deepmind-muzero/
「緑のたぬき」を3Dスキャンしてルービックキューブ化した「緑のたぬききゅーぶ」,https://gigazine.net/news/20201224-maruchan-tanuki-rubiks-cube/
ディープフェイクで作った「エリザベス女王のクリスマスメッセージ」がテレビで放映される,https://gigazine.net/news/20201224-deepfake-queen-on-tv/
選挙資金でゲームを不正購入していた政治家にトランプ大統領が恩赦を与える,https://gigazine.net/news/20201224-trump-pardons-illegal-steam-spending/
オープンソースかつ自サーバー上でホスト可能な認証プラットフォーム「SuperTokens」が登場,https://gigazine.net/news/20201224-supertokens/
情報理論の父と呼ばれるクロード・シャノンの功績とは？,https://gigazine.net/news/20201224-claude-shannon/
汚水や廃水を燃料にして微生物の働きで発電する「微生物燃料電池」が秘める可能性とは？,https://gigazine.net/news/20201224-microbial-fuel-cell-electricity-production/
アメリカはなぜ中国との情報戦争で出し抜かれてしまったのか？,https://gigazine.net/news/20201224-china-us-data-struggle/
VRはどうやって人間の脳を欺いて現実と錯覚させるのか？,https://gigazine.net/news/20201223-how-virtual-reality-tricks-brain/
濃厚チーズの波状攻撃が厚切りポテチのザクザク食感とベストマッチな「ポテトチップス チーズ好きのための濃厚チーズ味」を食べてみた,https://gigazine.net/news/20201223-lawson-potato-chips-cheese-calbee/
Facebookを使って小規模ビジネスを行っている人がアカウントから締め出されて広告費を無駄にする事態が多発,https://gigazine.net/news/20201223-facebook-ai-lockouts/
マリオの生みの親・宮本茂さんに海外メディアがインタビュー,https://gigazine.net/news/20201223-shigeru-miyamoto-nintendo-world/
アニメーターは素早く・うまくの両立が必要、「魔術士オーフェンはぐれ旅」作画の森本浩文さんインタビュー,https://gigazine.net/news/20201223-orphen-kimluck-hirofumi-morimoto-interview/
2020年12月23日のヘッドラインニュース,https://gigazine.net/news/20201223-headline/
新型コロナウイルスワクチンを接種すると何が起こるのか？,https://gigazine.net/news/20201223-covid19-vaccine-fever/
Google Cloudの新リージョンがサウジアラビアに進出、環境や政治問題について懸念する声も,https://gigazine.net/news/20201223-google-cloud-heading-to-saudi-arabia/
アメリカ国土安全保障省が「中国企業のデータサービスや製品の不使用」を国内企業に勧告,https://gigazine.net/news/20201223-dhs-issue-china-security/
任天堂がゲーム機を解析するハッカーの身辺調査を行い接触しようとしていたことがリークから判明,https://gigazine.net/news/20201223-nintendo-track-3ds-hackers/
動画配信プラットフォーム「Vimeo」が2021年に事業独立・上場する見込み,https://gigazine.net/news/20201223-vimeo-spinoff/
Amazonの「ライバルを駆逐して市場を支配する方法」をまとめたレポートが公開される,https://gigazine.net/news/20201223-amazon-cloning-crushing-rivals/
インドのiPhone工場で起きた暴動についてウィストロンが謝罪,https://gigazine.net/news/20201223-wistron-iphone-manufacturer-deeply-regrets/
アメリカ大統領公式Twitterアカウント「@POTUS」をバイデン氏はフォロワー0で引き継ぐ,https://gigazine.net/news/20201223-potus-follower/
